Graph Size,Algorithm,Total Cost,Optimal Cost,Cost Difference,CPU Time,Real Time
120,simulated_annealing,14645.0,14400,245.0,0.04439599999999999,0.0448150634765625
120,genetic_algorithm,14885.0,14400,485.0,54.551415,55.06180286407471
120,hill_climbing,14751.0,14400,351.0,0.06619000000000001,0.06714391708374023
120,simulated_annealing,14652.0,14400,252.0,0.043712,0.04424619674682617
120,genetic_algorithm,14848.0,14400,448.0,54.196462999999994,54.394421100616455
125,hill_climbing,15924.0,15625,299.0,0.083665,0.08373308181762695
125,simulated_annealing,15871.0,15625,246.0,0.044791,0.04485511779785156
125,genetic_algorithm,16144.0,15625,519.0,56.325179999999996,56.903268814086914
125,hill_climbing,15988.0,15625,363.0,0.08783300000000001,0.0887758731842041
125,simulated_annealing,15846.0,15625,221.0,0.047682999999999975,0.04830217361450195
125,genetic_algorithm,16127.0,15625,502.0,58.159606,59.69304299354553
125,hill_climbing,16018.0,15625,393.0,0.047262,0.047914981842041016
125,simulated_annealing,15884.0,15625,259.0,0.045825000000000005,0.046018123626708984
125,genetic_algorithm,16105.0,15625,480.0,56.889143999999995,57.41163396835327
125,hill_climbing,15925.0,15625,300.0,0.096826,0.09770584106445312
125,simulated_annealing,15869.0,15625,244.0,0.04545400000000002,0.045497894287109375
125,genetic_algorithm,16083.0,15625,458.0,57.00976,57.63712191581726
125,hill_climbing,15931.0,15625,306.0,0.09867499999999998,0.09952282905578613
125,simulated_annealing,15883.0,15625,258.0,0.045493000000000006,0.04568910598754883
125,genetic_algorithm,16127.0,15625,502.0,56.641001,57.43893623352051
130,hill_climbing,17208.0,16900,308.0,0.107059,0.1076958179473877
130,simulated_annealing,17137.0,16900,237.0,0.04689400000000002,0.04700493812561035
130,genetic_algorithm,17374.0,16900,474.0,59.22753,59.71146273612976
130,hill_climbing,17195.0,16900,295.0,0.10861900000000001,0.10901498794555664
130,simulated_annealing,17162.0,16900,262.0,0.046769000000000005,0.04701805114746094
130,genetic_algorithm,17400.0,16900,500.0,58.878192000000006,59.55415105819702
130,hill_climbing,17357.0,16900,457.0,0.048014000000000015,0.048635005950927734
130,simulated_annealing,17160.0,16900,260.0,0.04716899999999999,0.04735612869262695
130,genetic_algorithm,17408.0,16900,508.0,58.759801,59.368496894836426
130,hill_climbing,17377.0,16900,477.0,0.03270200000000001,0.033039093017578125
130,simulated_annealing,17152.0,16900,252.0,0.04689399999999999,0.04721808433532715
130,genetic_algorithm,17391.0,16900,491.0,59.397532999999996,59.991722106933594
130,hill_climbing,17218.0,16900,318.0,0.094592,0.09540104866027832
130,simulated_annealing,17167.0,16900,267.0,0.04672900000000002,0.046972036361694336
130,genetic_algorithm,17439.0,16900,539.0,58.634903,59.0708212852478
135,hill_climbing,18506.0,18225,281.0,0.14854,0.14877533912658691
135,simulated_annealing,18490.0,18225,265.0,0.049041999999999975,0.04908013343811035
135,genetic_algorithm,18745.0,18225,520.0,61.012789,61.56236386299133
135,hill_climbing,18528.0,18225,303.0,0.114035,0.11454391479492188
135,simulated_annealing,18480.0,18225,255.0,0.048057000000000016,0.048217058181762695
135,genetic_algorithm,18760.0,18225,535.0,61.039369,61.543392181396484
135,hill_climbing,18637.0,18225,412.0,0.06937900000000001,0.06947088241577148
135,simulated_annealing,18483.0,18225,258.0,0.04818,0.0482027530670166
135,genetic_algorithm,18723.0,18225,498.0,61.033532,61.36410880088806
135,hill_climbing,18599.0,18225,374.0,0.08556000000000001,0.08567023277282715
135,simulated_annealing,18492.0,18225,267.0,0.048394999999999994,0.048403024673461914
135,genetic_algorithm,18758.0,18225,533.0,61.507174,62.03803110122681
135,hill_climbing,18533.0,18225,308.0,0.130312,0.13128900527954102
135,simulated_annealing,18517.0,18225,292.0,0.04850500000000002,0.04876899719238281
135,genetic_algorithm,18791.0,18225,566.0,61.067459,61.52161884307861
140,hill_climbing,19920.0,19600,320.0,0.16590000000000002,0.1679549217224121
140,simulated_annealing,19899.0,19600,299.0,0.050731000000000026,0.05135798454284668
140,genetic_algorithm,20173.0,19600,573.0,64.077087,64.78912019729614
140,hill_climbing,19961.0,19600,361.0,0.105819,0.10744762420654297
140,simulated_annealing,19899.0,19600,299.0,0.052023000000000014,0.05253410339355469
140,genetic_algorithm,20160.0,19600,560.0,64.59085400000001,65.51243591308594
140,hill_climbing,19938.0,19600,338.0,0.138973,0.13948392868041992
140,simulated_annealing,19896.0,19600,296.0,0.049717999999999984,0.04984688758850098
140,genetic_algorithm,20188.0,19600,588.0,63.873402999999996,64.70407700538635
140,hill_climbing,20012.0,19600,412.0,0.081897,0.08389401435852051
140,simulated_annealing,19869.0,19600,269.0,0.05148,0.0524899959564209
140,genetic_algorithm,20173.0,19600,573.0,64.759961,65.45671606063843
140,hill_climbing,20011.0,19600,411.0,0.07824899999999999,0.07853102684020996
140,simulated_annealing,19861.0,19600,261.0,0.05137799999999998,0.05179119110107422
140,genetic_algorithm,20190.0,19600,590.0,63.902745,64.71173906326294
145,hill_climbing,21305.0,21025,280.0,0.22615500000000002,0.22807788848876953
145,simulated_annealing,21297.0,21025,272.0,0.053024000000000016,0.05352592468261719
145,genetic_algorithm,21596.0,21025,571.0,66.488175,67.22163391113281
145,hill_climbing,21319.0,21025,294.0,0.18038300000000002,0.18133091926574707
145,simulated_annealing,21337.0,21025,312.0,0.05197600000000002,0.051989078521728516
145,genetic_algorithm,21621.0,21025,596.0,66.020262,66.59571719169617
145,hill_climbing,21307.0,21025,282.0,0.20073500000000002,0.20253705978393555
145,simulated_annealing,21306.0,21025,281.0,0.05160999999999999,0.05192208290100098
145,genetic_algorithm,21591.0,21025,566.0,66.12251099999999,66.78849196434021
145,hill_climbing,21440.0,21025,415.0,0.09312600000000001,0.09404587745666504
145,simulated_annealing,21336.0,21025,311.0,0.052667999999999965,0.05302906036376953
145,genetic_algorithm,21583.0,21025,558.0,66.760387,67.22549605369568
145,hill_climbing,21430.0,21025,405.0,0.110243,0.11115598678588867
145,simulated_annealing,21334.0,21025,309.0,0.05223500000000003,0.05280280113220215
145,genetic_algorithm,21566.0,21025,541.0,66.097974,66.92084002494812
150,hill_climbing,22964.0,22500,464.0,0.074881,0.07560515403747559
150,simulated_annealing,22813.0,22500,313.0,0.05386999999999997,0.05438804626464844
150,genetic_algorithm,23069.0,22500,569.0,68.648589,69.38257908821106
150,hill_climbing,22795.0,22500,295.0,0.202895,0.20494508743286133
150,simulated_annealing,22807.0,22500,307.0,0.05393100000000001,0.054289817810058594
150,genetic_algorithm,23057.0,22500,557.0,68.999423,69.66565108299255
150,hill_climbing,22895.0,22500,395.0,0.15865200000000002,0.159682035446167
150,simulated_annealing,22809.0,22500,309.0,0.05371899999999996,0.054180145263671875
150,genetic_algorithm,23103.0,22500,603.0,68.40661,69.36368417739868
150,hill_climbing,22847.0,22500,347.0,0.184176,0.20580697059631348
150,simulated_annealing,22788.0,22500,288.0,0.05482799999999999,0.055552005767822266
150,genetic_algorithm,23085.0,22500,585.0,68.346822,68.89411306381226
150,hill_climbing,23062.0,22500,562.0,0.012281,0.012337207794189453
150,simulated_annealing,22801.0,22500,301.0,0.054122,0.054563045501708984
150,genetic_algorithm,23083.0,22500,583.0,68.324899,68.95519423484802
